Actual_Total_LUTs,Pred_Total_LUTs
5281,5169.2314
925,928.2355
99,98.989174
69,67.66045
737,714.76416
273,253.60481
2686,2508.348
11,11.616717
5,5.1475325
4,4.2716584
299,301.22803
30,30.612293
12,11.707419
43,41.59889
7,7.094015
11,11.1368885
7,7.094015
47,44.61875
16,15.618303
7,7.094015
7274,6935.6147
923,857.6117
99,98.989174
75,75.68479
1059,1028.1271
399,373.2003
4213,3975.9653
11,11.616717
6,6.1342516
5,5.1475325
298,297.68005
30,30.612293
12,11.707419
43,41.59889
8,8.087551
19,19.146023
8,8.087551
47,44.61875
18,18.984852
7,7.094015
14034,13633.0
931,929.298
99,98.989174
99,100.81764
3267,3095.1064
2914,2916.221
6182,6187.152
11,11.616717
8,8.281585
7,7.094015
298,297.68005
30,30.612293
12,11.707419
43,41.59889
12,11.707419
36,35.64882
12,11.707419
47,44.61875
26,27.612993
7,7.094015
6618,6617.702
931,929.298
795,799.5174
708,705.574
716,715.3949
99,98.989174
87,92.341835
72,69.66668
71,69.66668
54,57.092083
689,683.9724
387,383.93878
307,302.6084
661,661.7357
275,280.30655
12,11.490687
5,5.1475325
4,4.2716584
299,301.22803
30,30.612293
6,6.1342516
67,66.47768
5,5.1475325
40,40.488373
47,44.61875
5,5.1475325
11,11.1368885
7,7.094015
11,11.1368885
43,41.290684
48,48.87353
43,43.25987
6,6.1342516
43,43.25987
5,5.1475325
43,40.77927
7672,7245.078
930,929.298
891,845.40814
735,737.8929
755,752.31396
99,98.989174
90,93.90559
74,74.342705
71,69.32072
66,66.79554
959,873.0692
617,567.2
487,485.51276
784,794.42615
277,278.72305
12,11.490687
6,6.1342516
5,5.1475325
299,301.22803
30,30.612293
7,7.094015
98,105.43368
8,8.087551
50,50.147633
47,44.61875
8,8.087551
15,12.887074
7,7.094015
11,11.1368885
43,41.290684
60,62.93879
43,43.25987
7,7.094015
43,43.25987
8,8.087551
53,53.901333
19045,18692.633
935,936.3235
1091,1097.773
843,843.48083
837,825.1017
99,98.989174
98,98.989174
83,80.041756
80,79.65638
87,92.341835
3253,3098.0076
3496,3373.9739
3252,3105.934
3586,3537.2722
303,299.4975
12,11.490687
8,8.281585
7,7.094015
299,301.22803
30,30.612293
11,11.1368885
158,151.75844
12,11.707419
70,69.871315
47,44.61875
12,11.707419
22,21.483812
7,7.094015
11,11.1368885
43,41.290684
90,80.0061
43,43.25987
11,11.1368885
43,42.020527
12,11.707419
74,71.45569
27718,27718.441
224,223.74081
250,248.75705
225,224.65364
266,265.22586
225,226.09406
258,257.33835
2615,2614.221
7129,7128.4814
2067,2066.757
3881,3881.7683
1135,1133.9731
3286,3285.263
324,323.78888
426,426.02457
979,977.6261
498,496.78848
20,20.947584
7,7.2880497
7,7.094015
7,7.094015
8,8.087551
19,18.768122
40,38.865826
10,9.719025
13,12.670342
14,13.365339
78,78.999115
11,10.9201565
10,9.935757
911,911.596
27,27.612993
28,27.905731
7,7.094015
167,164.71033
12,11.707419
11,11.1368885
159,159.79044
20,19.446646
131,128.5624
281,279.5976
4,4.2716584
44,43.07677
4,4.2716584
242,243.6949
5,5.1475325
4,4.2716584
5,5.1475325
43,43.25987
3,4.1173615
11,11.1368885
4,4.2716584
20,19.446646
8,8.087551
4,4.2716584
20,19.446646
173,172.92398
35,35.33131
76,77.35617
36,35.64882
67,66.65237
147,146.62106
364,363.24246
638,636.7242
